source	target	search_result
RV: Qual o papel das ferramentas digitais para ajudar a fornecer as respostas que vocês procuram nas viagens?	RV: What roles do digital tools play in helping you with your project and as you take these trips?	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
A internet é nossa ferramenta principal no Projeto Nosotros.  É através dela que encontramos grande parte dos artistas entrevistados, buscamos informações e compartilhamos nosso conteúdo.	The internet is the primary tool of Projeto Nosostros, and we find most of the artists we work with through it.	As decisões tomadas o foram graças à interação no Twitter.”
Desde o início, o conceito do projeto é dividir nosso material com o maior número de pessoas possível.	It's how we find information and how we share our content.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Chama-se “nosotros” porque é de todos que criam, são entrevistados, acompanham pelo site e compartilham nas redes sociais.	From the beginning, the project's concept was to share our work with as many people as possible.	E outros de quem não conhecemos os nomes”.
E nada disso faria sentido se o acesso ao que produzimos fosse restrito, então tudo sobre o Nosotros está disponível online em português, espanhol e inglês, inclusive os videos que são todos legendados.	We called it “nosotros” because it belongs to everyone who works on the creative end: those we interview, those who read our website, or who share our content through social networks.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
[Vídeo sobre designers e ilustradores de Montevidéu, Uruguai]	Fortunately, our videos are being watched in more than 100 countries, across all continents.	(Image: Arpilleras: Bordando a resistência/Facebook)
RV: Como vocês estão utilizando mídias digitais e cidadãs na concretização dos projetos?	[Video of designers and illustrators from Montevideo, Uruguay]	Como comentei em outro blog: hoje, sites e jornais de nada me serviram.
Como elas têm sido usadas para viabilizar a visita em toda a região latinoamericana e promover o estabelecimento de laços culturais com jovens artistas no diálogo global?	RV: How are you using digital and citizen media in your work to reach your goals across the region of establishing culturally based bonds and bringing new young artists into the conversation?	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Além de toda a influência e ajuda que citamos na resposta anterior, buscamos e entramos em contato com os artistas através da internet.	Besides all of the influences and help from [digital media] that we've already mentioned, we search for and contact artists through the Internet.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Também temos apresentado palestras em universidades e eventos para falar sobre o projeto e apresentar os artistas entrevistados, mostrando um outro lado da cultura latino-americana.	We've lectured at universities and spoken at events about the projects, presenting our artists and showing the many sides of Latin American culture.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Já realizamos exposições em alguns desses eventos e isso incentiva nossa discussão sobre identidade enquanto latino-americanos e tem ajudado a difundir a produção latina aqui no Brasil.	This is to incentivise the debate we are trying to foster about our Latin American identity - and it also aides in the diffusion of Latin American cultural production here in Brazil.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
[Entrevista com um artista chileno que produz toy arts]	[Video interview with a Chilean toy artist]	Eu passei horas lendo o que essa turma do PUA Brasil escreve.
RV: Em um mundo cada vez mais conectado, povoado por um senso de cidadania global, por que ainda é relevante divulgar essa identidade?	RV: In an increasingly connected world, populated by a sense of global citizenship, why is it still relevant to publicize this identity?	O jornalismo está abandonando, aos poucos, por motivos inconfessáveis, a valorização das personagens como elemento de narrativa.
É o que nos identifica, nos diferencia e deveria nos unir mais.	It is what identifies us, differentiates us, and it is what should hold us together even more.	Queremos as nossas vidas) [en].
Isso nos ajudou a reconhecer que também podemos ser grandes referências quando o assunto é criatividade.	This has helped us to acknowledge that we too can be a great reference on creativity.	Este é um avanço não só para os LGBTs, mas para a laicidade e para toda a democracia.
A adversidade ou falta de recursos que podemos encontrar, muitas vezes nos torna criativos mais completos e versáteis.	Adversity or the lack of resources - problems plaguing creative people - complete us, make us more adaptable.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Acreditamos que nossa produção reflete essa mistura única que temos na América Latina.	We believe that our work reflects this unique mix that we have in Latin America.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Foto: Projeto Nosotros.  Utilizada com permissão.	Photo by Projeto Nosotros, used with permission.	Photo: Agência Brasil CC 3.0.
Então, ainda é importante divulgar quem somos, não só para o resto do mundo, mas para nós mesmos.	It is still important to publicize who we are - not only for the rest of the world, but for ourselves [in Latin America].	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
Criar essa relação de unidade entre os artistas latino-americanos nos enriquece como grupo e individualmente, quando é igualmente importante fazer parte de um todo e mostrar nosso diferencial.	Building this bond between Latin American artists enriches us as a group but also as individuals, in a context where it is equally important to be part of a whole and also to show our differences.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
O Projeto Nosotros, não quer reforçar fronteiras, e sim ajudar a diluí-las.	Projeto Nosotros does not aim to reinforce barriers, but to dilute them.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
O que valorizamos é a identidade cultural e a união das pessoas e o reconhecimento delas enquanto grupo através da arte e da cultura.	We value cultural identity built through arts and culture - this is the union among people, and their acknowledgement that they are of one group.	O jornalismo está abandonando, aos poucos, por motivos inconfessáveis, a valorização das personagens como elemento de narrativa.
[Vídeo de um artista da Cidade do México; nota: contém images de quadrinhos com temas adultos]	[Video of an artist from Mexico City; note: video includes images of adult-themed comics]	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
Podemos dizer que este é o caso de alguns dos artistas entrevistados pelo Projeto Nosotros.	[Yes,] we could say that is the the case for some of the artists we have interviewed.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Nossa impressão disso é que aqui na América Latina as pessoas valorizam mais o que vem de fora quando se trata de cultura contemporânea.	Our impressions are that in Latin America people seem to place more value on what comes from abroad when it comes to contemporary culture.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Ainda se espera algo tradicional e folclórico dos artistas locais, então muitas vezes os meios de comunicação, as empresas e o próprio público aguardam alguma grande entidade - de preferência estrangeira - reconhecer alguém para que a cidade ou país o veja como um grande artista.	Folklore and tradition are what is expected from local artists, so often times the media, companies and the public itself wait for some huge foreign entity to acknowledge somenone's work - before his or her town or country will see him/her as a great artist.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
[Vídeo sobre a colaboração entre um artista e um músico na Guatemala]	[Video about the collaboration between an artist and a musician in Guatemala]	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.
RV: Dada a natureza compartilhada, e online, do seu trabalho, como vocês abordam a sustentabilidade do projeto?	RV: Given the shared and online nature of your work, how do you deal with sustainability?	Como comentei em outro blog: hoje, sites e jornais de nada me serviram.
Ao mesmo tempo, somos nós que custeamos tudo nele.	But at the same time, we have to bear all the costs.	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).
Toda a viagem foi feita com nossos próprios recursos e hoje está difícil manter o mesmo ritmo de publicações porque temos que conciliar o projeto com outros trabalhos, estes sim remunerados.	We made all of the trips with our own resources, and these days it is difficult to keep up with the pace of posting because we have to balance the project with other work to earn some money.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Somos autônomos e trabalhamos por conta própria desde o Nosotros, então isso ocupa muito do nosso tempo.	We work by ourselves and that takes a lot of time.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
A única ajuda financeira externa a nós e a nossa família foi através de um edital do Ministério da Cultura [do Brasil].	Our only external funding came from an edict by the Brazilian Ministry of Culture.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Fomos contemplados por um edital de Intercâmbio Cultural e poderíamos viajar durante o mês de abril com os gastos de hospedagem, transporte e produção financiados pelo MinC.	This Cultural Interchange edict award that allowed us to travel in April of 2013 to the Brazilian states of Santa Catarina and Parana.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Fomos para 5 cidades brasileiras entre Santa Catarina e Paraná coletando novas entrevistas, dando palestras e realizando uma exposição de cartazes com ilustradores e designers que fazem parte do projeto.	Wr produced interviews, gave lectures, and promoted an exhibition with posters by designers and illustrators from the project.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Este foi nosso primeiro “sim” depois das recusas que recebemos para patrocinar tanto a viagem quanto o documentário e exposição que vamos fazer.	This was our first “yes” after other sponsorship applications were denied for the trip, the documentary, and the exhibition we will produce.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
De qualquer forma, recebendo financiamento ou não, vamos desenvolver todos os desdobramentos do projeto.	Anyway, funded or not, we are going to continue to explore this project.	Qualquer um tem o direito de descrer em Deus e manifestar essa forma negativa de fé.
Esse é um lado importante de quando se trabalha com produção independente e naquilo que realmente gosta.	This is an important element when you work independently and with something you love.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Se não fazemos por dinheiro, a falta dele nunca será um fator limitador para não realizarmos aquilo que queremos.	If we don't do it for the money, the lack of it will never be a limiting factor to prevent us from doing what we want.	Um sistema sem qualquer tipo de controlo cidadão, refém de um modelo económico-financeiro, sem preocupações sociais ou ambientais e que fomenta as desigualdades, a pobreza e a perda de direitos à escala global.
Parque Rodó, Uruguai.	Parque Rodó, Uruguay.	Parque de la Exposición, Lima.
RV: E o que dizer do outro lado disso: vocês identificam a globalização das diversas culturas latinoamericanas?  E vocês acreditam que na medida em que as pessoas se conectam mais, globalmente, elas acabam se homogeneizando?	RV: What about the other side: do you see these diverse Latin American cultures homogenising as people become more connected around the world ?	A community page on Facebook, Língua Portuguesa: Uma Língua Global?
Sem dúvida as culturas estão cada vez mais se aproximando e se misturando, e acreditamos que aqui na América Latina isso aconteça de forma ainda mais natural porque a miscigenação de povos está em nossa origem.	Undoubtedly, cultures are becoming increasingly closer and mixed - and we believe that in Latin America such a move takes place even more naturally because of our miscegenated roots.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Mas também vemos que muitas vezes as pessoas não percebem tanto essa transformação porque também não se perguntam o que está acontecendo.	Sometimes, people don't notice this transformation because they don't ask themselves what is going on.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
Percebemos com o Nosotros que, ao serem questionados sobre de onde vêm as referências e influências, os artistas começavam a refletir e a se dar conta naquele momento.	Through the project, we saw artists beginning to think about it and realize it, only after we questioned their references and influences.	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.
Talvez por nossa vida estar muito agitada e tudo ser muito rápido hoje em dia, não paramos para analisar as mudanças e as conexões que a globalização tem trazido, mas também não vemos isso de forma negativa.	Maybe because our lives are so much in turmoil, and everything moves so fast now, we often don't take a moment to analyze the changes and connections caused by globalisation.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Talvez essa mudança esteja sendo feita de forma gradual e orgânica, por isso não percebemos.	But we [at Projeto Nosotros] don't see this movement as negative…	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Talvez se o próprio latino-americano parasse para se perguntar sobre suas raízes e manifestações culturais, iria se dar conta que tem um continente muito maior do que imagina.	Perhaps Latin Americans should stop a little to ask themselves about their roots and cultural manifestations, and then would realize they inhabit a continent much bigger than they imagine.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Talvez um dia, quando a América Latina se der conta da riqueza cultural que tem, ela já esteja mais inserida, reconhecida com igualdade e admirada em todas as partes do mundo.	Maybe one day, when Latin America acknowledges its own cultural richness, it will be more inserted in the global scenario, seen in equal terms, and admired all over the world.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
É o que nós torcemos e trabalhamos para que aconteça.	We hope and work for that.	É isso que praticam torturadores, opressores e inquisidores e pedófilos da Igreja Católica.
Ao mesmo tempo, não acreditamos que a globalização resultará na homogeneização.	Likewise, we don't believe globalization will lead to homogenization.	Não o de desrespeitar a crença de cristãos, muçulmanos, judeus, indígenas ou ateus. […]
Quanto mais próximas são as referências, mais se destaca o que cada artista tem de mais único nele.	The closer the references are, the more we will see each element that makes each artist unique.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Ninguém vê as coisas da mesma forma, e cada representação artística terá uma interpretação diferente, uma abordagem singular.	Nobody see things the same way and each artistic representation will have a different interpretation, a singular approach to it.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Além disso, o meio onde vivemos sempre será uma força muito grande na cultura de cada povo, e isso contribui ainda mais para continuarmos com as ricas diferenças no mundo globalizado.	And context will always be a powerful driving force in culture and that aids in preserving our rich differences in a globalized world.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Se cada pessoa se lembrar de onde é e tiver orgulho de suas raízes, nada será padronizado ou totalmente homogêneo.	If each person acknowledge their origins and is proud of their roots, nothing will be patterned or completely homogeneous.	Um sistema sem qualquer tipo de controlo cidadão, refém de um modelo económico-financeiro, sem preocupações sociais ou ambientais e que fomenta as desigualdades, a pobreza e a perda de direitos à escala global.
Podemos ter o melhor de dois mundos balanceando a globalização com a valorização e respeito às diferenças.	We can have the best of both worlds finding a balance between globalisation, value, and respect of each others' differences.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Para saber mais, assista à entrevista com o Projeto Nosotros produzida pelo coletivo Si No Puedo Bailar No Es Mi Revolución [Se não posso dançar, não é minha revolução] grupo que promove colaborações artísticas e novas ideias na América Latina:	If you want to learn more, Si No Puedo Bailar No Es Mi Revolución [“If I Cannot Dance It's Not My Revolution”], a collective dedicated to promote artist collaboration and new ideas in Latin America, asked Projeto Nosotros some questions about their work, which they answered with a video…	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Você pode seguir o Projeto Nosotros no Facebook e assistir a outros de seus vídeos no Vimeo.	You can follow Projeto Nosotros on Facebook and their videos on Vimeo.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
Esta é a terceira e última parte da série.	This is the third part of the series.	O protesto não tem prazo para terminar.
Confira o segundo post: Empresa brasileira exporta armas para países árabes	Check out the second post: Brazilian Weapons Firm Exports Arms to Arab Countries	Brazilian Weapons Firm Exports Arms to Turkey and Arab Countries
O contrato com a Condor S.A. Indústria Química, assinado em 26 de novembro de 2012 e com vigência até 31 de dezembro de 2014, prevê o fornecimento de diversos tipos de armamentos, como 2,2 mil kits não-letais de curta distância, contendo sprays de pimenta e de espuma de pimenta, granadas lacrimogênea com chip de rastreabilidade, granadas de efeito moral para uso externo e indoors e granadas explosivas de luz e som; além disso, 449 kits não-letais de curta distância com cartuchos de balas de borracha e cartuchos de impacto expansível - balas que se expandem em contato com a pele, evitando a perfuração.	At the request of the organization Tortura Nunca Mais (Torture Never Again) from São Paulo, a working group comprising representatives of the Ministries of Justice, Defense and Health and of the Secretariat of Human Rights from the Presidency, as well as the Federal and State Police and the Municipal Guards, was created with the aim of monitoring bills on the subject.  This was deemed necessary as there is no national rules to guide decisions and ensure an acceptable use of such weapons.	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
Além disso, o contrato inclui a compra de 1,8 mil armas elétricas para lançamentos dardos energizados - as pistolas “taser”, 8,3 mil granadas de efeito moral, 8,3 mil granadas de luz e som, 8,3 mil granadas de gás lacrimogêneo fumígena tríplice e 50 mil sprays de pimenta.	The working group shall also carry out a comparative study about police-training programs as well as studies about the consequences to the health of people targeted by these weapons, especially those that make use of electric shock and chemical components.	Só que além disso, olha o que é ser pipoqueiro no século XXI: ele coloca um pacotinho com um guardanapo, um palito de dente e uma bala de hortelã.
Filipinas: Mapa de vigilância de vetores de transmissão da dengue	Philippines: Dengue Vector Surveillance Map	Além de alguns visíveis cuidados de higiene.
O governo filipino lançou um mapa de vigilância para ajudar a detectar a propagação da dengue em Metro Manila.	The Philippine government has launched a dengue surveillance map to help detect the spread of dengue in Metro Manila	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Global Voices lança parceria com  o Congresso Norte-Americano sobre a América Latina	Global Voices Launches Partnership with North American Congress on Latin America	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Global Voices e o Congresso Norte-Americano sobre a América Latina (NACLA, na sigla em inglês) lançaram uma nova parceria que combina o enfoque do Global Voices em mídia cidadã com a análise e a experiência do NACLA, para trazer aos nossos leitores uma cobertura original e com profundidade sobre a região.	Global Voices and the North American Congress on Latin America (NACLA) have launched a new partnership that will combine Global Voices' focus on citizen media and NACLA's analysis and expertise to bring our readers original, in-depth coverage about the region.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Fundado em 1966, o NACLA é uma organização independente e sem fins lucrativos que busca “fomentar o conhecimento além das fronteiras”, proporcionando informações e análises sobre a América Latina e sua complexa relação com os Estados Unidos:	NACLA, founded in 1966, is an independent, nonprofit organization that seeks to “foster knowledge beyond borders” by providing information and analysis on Latin America and its complex relationship with the United States:	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.
Acreditamos que o conhecimento seja essencial para a promoção de mudanças.  Dessa forma, utilizamos uma combinação única de informação/ativismo de mídia e edução popular para proporcionar às pessoas as ferramentas de que necessitam para compreender o mundo e assim transformá-lo.	“We believe that knowledge is essential for change, so we use a unique combination of information/media activism and popular education to provide people the tools they need to understand the world in order to change it”	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Todo mês, autores do GV e do NACLA trabalharão juntos para produzir conteúdo relacionado a um tema específico.	Every month, GV and NACLA authors will work together to provide content related to a specific topic.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Um podcast também estará disponível com entrevistas, análises e informações adicionais sobre os temas analisados nas publicações.	A podcast with interviews, analysis, and additional reporting on the issues analyzed in the posts will be available at the end of the month.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Travessias de Emigrantes	Migrant Journeys	Delicias Criollas
Começamos nossa colaboração com o tema “Travessias de Emigrantes”.	We begin our partnership with the theme “Migrant Journeys.”	“Tenho família que fugiu de Angola em 75.
Em julho, uma ampla gama de temas relacionados com imigração serão noticiados: desde o Projeto de lei de imigração, que está sendo debatido atualmente no Congresso dos Estados Unidos, até as histórias dos emigrantes que realizam travessias perigosas rumo ao norte [pt], através da América Central e México.	In July we will be covering a wide range of issues related to migration: from the immigration bill that is currently being discussed in the United States Congress, to the human stories behind migrants' dangerous trek north through Central America and Mexico.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Contabilidade na rede.	Accounting cables.	Photo: Redes indígenas.
PPdivulgações.	PPleaks.	Credit: Divulgação
Moçambique: Campanha sobre justiça fiscal	Mozambique: Tax Justice Campaign	Campanha eleitoral em Quelimane.
Cena de vídeo da Campanha sobre Justiça Fiscal, lançada pela Action Aid	Tax Justice campaign video, by Action Aid	É um pequeno passo na dramaturgia, mas um grande passo na sociedade
Entre 2003 e 2011, por causa de incentivos fiscais concedidos pelo governo moçambicano a mega-projectos, o país deixou de arrecadar cerca de 4.920.000.000,00 meticáis ($ 163.701.400,00 dólares) por ano aos cofres públicos, segundo relata a Action Aid Moçambique na Campanha sobre Justiça Fiscal, lançada no início de julho.	Between 2003 and 2011, tax incentives given by the Mozambican government to mega-projects in the country have cost around 163,701,400 US dollars each year to the public coffers, Action Aid Mozambique reports on its recently launched Tax Justice campaign [pt].	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.
E você achando que o nosso maior problema era o Feliciano…	[the anti-gay preacher elected Brazil's Human Rights Committee Head]	Ele ainda te atende como se você fosse a melhor cliente, a mais especial e que ele ficou muito feliz em ver!
Até mesmo seu mural no Facebook foi transformado em espaço de exposição, graças ao toque de beleza que Aydasara Ortega imprime às criações que compartilha por lá.	Even her Facebook wall has been transformed into an exhibit space, thanks to the touch of beauty which Aydasara creates and shares here.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).
E foi, inclusive, por meio do Facebook que nós tivemos a conversa que apresentamos aqui para vocês.	It was through Facebook, in fact, that we had the conversation with her that we're sharing with you today.	Por fim, foi criado um plano de fidelidade para beneficiar os mais assíduos e um site (saboreie aqui) para divulgar a marca Pipoca do Valdir.
Visualização de Dados: Eletrecidade no Japão	Data Visualization: Electric Japan	Além de alguns visíveis cuidados de higiene.
Electrical Japan [ja] é um site produzido pelo pesquisador Asanobu Kitamoto [ja] que permite conhecer usinas de energia elétrica e o consumo de energia no Japão através de visualização de dados.	Electrical Japan [ja], a website by researcher Asanobu Kitamoto [ja] lets you explore electric power plants and energy consumption in Japan through data-visualization.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Captura de tela da base de dados de usinas compilados pelos pesquisadores de Electrical Japan	Screenshot of power plant database compiled by researchers at Electrical Japan	Elas são mais fáceis de ser conquistadas e têm vergonha de expor a violência.
A cor dos pontos representa o tipo de usina, por exemplo, usinas de combustíveis fósseis são vermelhos e hidrelétricas são azuis.	The color of the dots represents the type of power plant, for example fossil-fuel plants are red and hydroelectric plants are blue.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
O tamanho do ponto representa a quantidade de energia gerada.	The size of the dot represents the amount of power generated.	O protesto não tem prazo para terminar.
Os usuários também podem conhecer consumo de energia em tempo real [ja] numa base regional, através deste mapa.	Users can also explore real-time energy consumption [ja] on a regional basis through this map.	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.
Snowden, NSA e América Latina além das manchetes de jornais	Snowden, the NSA, and Latin America: Beyond the Headlines	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.
No entanto, debates nas mídias sociais foram além das peculiares manchetes de notícias no idioma inglês.	Debates in social media, however, have pushed beyond the familiar headlines in English language news.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
Títulos como , “Líderes latino-americanos chamando-se pelo primeiro nome, se unem contra críticos”, “Avião redirecionado de Morales faz líderes sul-americanos ficarem enfurecidos” e “Plano de aterrissagem de Evo Morales provoca tumulto em toda a América Latina”, publicados nos dias seguintes a aterrissagem do avião do presidente boliviano, Evo Morales, levou adiante a imagem de um bloco de nações unidas que, na realidade, mantêm relações muito distintas com os EUA, Europa e outras nações da região.	Headlines like “Latin American leaders, on first-name basis, unite against critics”, “Rerouted Morales plane has South American leaders irate” and “Evo Morales' Plane Grounding Causes Uproar Throughout Latin America” published in the days following the grounded plane of Bolivian president Evo Morales, pushed forth the image of a united bloc of nations that in reality maintain very distinct relations with the US, Europe, and other nations in the region.	“Muito me revolta, e a vários militares que conheço, quando um Presidente da República, lança um livro, com caráter político, de forma a atacar instituições das quais ele é o chefe.
Reunião da UNASUL após avião de Evo Morales ser redirecionado na Europa.	UNASUR meeting after Evo Morales' plane was rerouted in Europe.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.
Foto compartilhada pela Presidência da República do Equador no Flickr (CC BY-NC-SA 2.0)	Photo shared by Presidencia de la República de Ecuador on Flickr (CC BY-NC-SA 2.0)	Photo by Programa de Aceleração do Crescimento PAC on Flickr (CC BY-NC-SA 2.0)
Comentaristas alertaram também para um “eixo do Evo” ou “circo do Evo” [es] que poderia controlar os organismos regionais como a União de Nações Sul-Americanas (UNASUL) [pt].	Media commentators have warned too of an “axis of Evo” or “circus of Evo” [es] that could control regional bodies like the UNASUR (the Union of South American Nations).	As decisões tomadas o foram graças à interação no Twitter.”
Isso, apesar da incapacidade da UNASUL em reunir todos os 12 países signatários na conferência de emergência realizada em Cochabamba, Bolívia (imediatamente após a detenção do avião de Morales na Europa) e do contínuo debate no MERCOSUL [pt] sobre o retorno do Paraguai para o bloco - demonstrar notáveis divisões regionais.	This, even while UNASUR's inability to unite all 12 of its signatory nations in the emergency summit held in Cochabamba, Bolivia (immediately after Morales' plane detention in Europe) and MERCOSUR's continuing debate on the return of Paraguay to its bloc - demonstrate notable regional divisions.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.
Isso é algo do conhecimento do governo dos EUA, que, em um relatório de 2011 para o Congresso dos EUA, destacou as fortes relações de intercâmbio mantidos com a Colômbia, Chile e Peru - países que têm os EUA como o principal parceiro de importações e exportações, e com os quais novos acordos de livre comércio com os EUA foram implementados.	This is something well recognized by the US government, which in a 2011 report for the US Congress, underscored the strong relations of exchange maintained with Colombia, Chile and Peru - for whom the US exists as the primary partner for imports and exports, and with whom the new free trade agreements with the US have been implemented.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.
