source	target	search_result	chrf_score	bleurt
O programa tem dois apresentadores, um homem e uma mulher, que viajam pelo mundo, passando dois dias em cada destino.	The series follows two presenters, a man and a woman, as they travel the world, spending two days at each destination.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.13250588664210813	-0.037750244140625
No começo do programa, eles jogam uma moeda para decidir qual dos dois vai receber um cartão de crédito ilimitado para usar durante os dois dias.	In the beginning of each episode, they flip a coin to decide who will get a credit card with an unlimited budget to spend during the two days.	No bolso frontal dos uniformes usados por ele foram estampados os dias da semana, para que o freguês tenha a certeza de que Valdir não usa hoje a roupa suja de ontem.	0.14276964082061536	-0.04937744140625
O segundo apresentador recebe apenas 100 dólares para cobrir todas as despesas da estadia.	The second presenter gets 100 US dollars for all expenses at the same destination.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.1557037879450617	0.00415802001953125
O objetivo do programa é mostrar como aproveitar bem a cidade, a que lugares ir, onde ficar e onde comer.	The series then shows how the two spend their time, which places they visit, where they stay and dine.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.	0.14822122185585646	0.0120086669921875
Na temporada atual, o programa está mostrando países que fizeram parte da União Soviética.	The current season of the series takes viewers to the different countries that were once part of the Soviet Union.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).	0.2056818221438438	0.0792236328125
O tal programa também é bastante popular no Tajiquistão, onde as pessoas o assistem via satélite.	The travel series is quite popular in Tajikistan where many people watch it via satellite TV.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.1331480435306935	-0.0224456787109375
Por isso, desde que a produção do “Oryol i Reshka” resolveu gravar em seu país, muitos tajiques esperavam ansiosamente pelo episódio.	Therefore, after the “Oryol i Reshka” crew did the video shooting in the country in October 2013, many Tajikistanis were waiting eagerly for the episode.	“[…] ilhada como fiquei em casa, pude acompanhar e participar da cobertura em tempo real proporcionada pelo Twitter.	0.12599078757300633	-0.06634521484375
Apresentadores do “Oryol i Reshka” no aeroporto de Duchambe.	“Oryol i Reshka” presenters at the Dushanbe Airport.	Comandante de A320 da TAM explicando - Aviação vs. Imprensa	0.12195678100366213	-0.0075225830078125
Imagem capturada do episódio sobre o Tajiquistão	Screen capture from the controversial episode about Tajikistan.	By Comissão para os Direitos do Povo Maubere, Arquivo Museu da Resistência Timorense.	0.1624712503014706	0.138916015625
Desapontamento	Disappointment	Ditadura do Consenso	0.129042288557214	0.21142578125
Mas o episódio [ru], que foi ao ar no dia 24 de novembro, irritou muita gente no país.	But the episode [ru], aired on November 24, angered many people in the country.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).	0.19331607318300903	0.1734619140625
Alguns dos comentários exibidos no episódio irritaram profundamente muitos cidadãos tajiques.	Some of the comments accompanying footage in the episode left Tajikistanis bitter and angry.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.14200949367088614	-0.02081298828125
O blogueiro Alexey Somin explica [ru] quais foram os comentários que ofenderam o povo:	Blogger Alexey Somin explains [ru] which comments raised eyebrows in the country:	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.	0.14369647838723162	0.1412353515625
Qualquer um que acuse o cara [apresentador] que ficou em Duchambe com 100 dólares de ser ter sido preconceituoso com o Tajiquistão está com toda a razão.	One can certainly accuse the guy [presenter] who stayed in Dushanbe and spent two days there with 100 dollars in his pocket of being biased about Tajikistan.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).	0.1983436419261627	0.033721923828125
O episódio começa com as seguintes palavras sobre Duchambe: “Esta é uma cidade onde as mulheres usam calção e os homem matam ovelhas na rua,” à vista de crianças.	The episode begins with the following words about Dushanbe: “This is a city where women wear bloomers and men cut sheep on the streets,” with children seeing this.	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.	0.09224355241844784	-0.060791015625
E depois ele diz: “É estranho pensar que há 20 anos dividíamos um país com essa gente”.	Then he says, “It feels unusual to realize that only 20 years ago we shared a country with this people”.	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.	0.12666701406279393	0.1802978515625
E a pior parte foi quando ele disse que as pessoas do nosso país nem sabem o que é um garfo ou uma faca; ele disse também que o qurutob é a nossa “gororoba nacional” e que é preparado com “as sobras de lepeshka” [pão sírio].	The worse parts follow: the guys says that [people in] our country do not know what a spoon and a fork are; he also says that qurutob is our “national dish” and that it is prepared from the “leftovers of lepyoshka” [flatbread].	Só que além disso, olha o que é ser pipoqueiro no século XXI: ele coloca um pacotinho com um guardanapo, um palito de dente e uma bala de hortelã.	0.1267283546654393	-0.05181884765625
Ao que parece, foram só essas as coisas negativas que ele disse sobre o nosso país	It seems he didn't say any other negative things about our country.	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.	0.15494724851279038	0.275390625
Depois que o episódio foi ao ar, usuários tajiques das redes sociais deixaram centenas de mensagens de ódio na página do programa no Facebook.	After the episode was aired, Tajikistani social media users left hundreds of angry comments on the series' website and its Facebook page.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.	0.17651420349448435	-0.04302978515625
Muitos dos comentários contêm linguagem pesada e acusam os apresentadores do programa de terem sido “ingratos” pela hospitalidade do povo do Tajiquistão e por só mostrarem a parte negativa do país.	Many of these comments contain strong language and blame the presenters for being “ungrateful for the Tajik hospitality” and for deliberately showing the most negative things about the country.	“Tenho família que fugiu de Angola em 75.  Foi terrível para muita gente, para muitas famílias.	0.1100569662211275	-0.04156494140625
Maks Maks, usuário do Facebook, comentou [ru] no dia em que o episódio foi ao ar:	One Facebook user, Maks Maks, commented [ru] the day the episode was aired:	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.14548690214251875	-0.03173828125
Há muitas mentiras [no episódio].	There are so many lies [in the episode].	Foi terrível para muita gente, para muitas famílias.	0.11754620822471178	0.0310516357421875
Andrey [um dos apresentadores], você poderia, por favor, nos dizer qual foi o seu propósito em vir a Duchambe?	Andrey [the male presenters], could you please tell us what your purpose for coming to Dushanbe was?	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.	0.1846357834863855	0.0025577545166015625
Será que foi mesmo só pra fazer má propaganda [do Tajiquistão]?	Was it to create an anti-advertisement [for Tajikistan]?	Não podia esperar sua saída (se é que vai sair) para fazê-lo?	0.10550970836103225	0.0494384765625
Resposta às críticas	Responding to criticism	Responses	0.20282219601457807	0.35693359375
Foram tantos comentários criticando o episódio e amaldiçoando o programa, que a produção do “Oryol i Reshka” publicou [ru] uma resposta oficial aos comentários via Facebook:	There were so many comments criticizing the episode and cursing its authors that “Oryol i Reshka” posted [ru] an official response to these comments on Facebook:	“[…] ilhada como fiquei em casa, pude acompanhar e participar da cobertura em tempo real proporcionada pelo Twitter.	0.1465366793495279	-0.0706787109375
Caros internautas ofendidos!	Dear offended viewers!	Yo santi yo menace!	0.07698778436105631	0.290283203125
Os comentários que vocês têm publicado na nossa página são tão negativos, humilhantes e cheios de ódio contra a produção e os apresentadores do programa, que não podíamos mais ficar calados e resolvemos publicar esta resposta.	The comments you are leaving on our page are so negative and full of offensive and humiliating content targeted at our production crew in general and the presenters in particular that we could not take it any more and made a decision to write back.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.09807616849478819	-0.05181884765625
Gostaríamos de enfatizar que não estamos produzindo videozinhos de propaganda para os países.	We would like to emphasize that we are not producing advertisement-type, beautiful, propaganda movies about countries.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.	0.1854355141396493	0.025665283203125
Nós mostramos um pouco do lugar e o quanto a sua cultura difere da nossa - essa é a parte mais interessante.  É por isso que as pessoas nos assistem.	We show the local flavor and how the local culture is different from our own culture - this is the most interesting part. This is why people watch us.	Ele ainda te atende como se você fosse a melhor cliente, a mais especial e que ele ficou muito feliz em ver!	0.13821789711258223	0.11834716796875
Portanto, vocês deviam parar de nos culpar por não termos filmado os hotéis e restaurantes chiques da sua cidade ou por não termos mostrado quantos carros luxuosos se podem ver passando pela rua.	Therefore, you should not blame us for not filming a luxury hotel or a luxury restaurant in your city, or for not showing how many luxury cars can be seen on its streets.	Pelo que apreendi na altura e sei hoje, o Estado português, na época, não lhes prestou lá o apoio que deveria.	0.13181849851053082	-0.01363372802734375
E agora gostaríamos de falar diretamente aos moradores de Duchambe.	And now we would like to address the residents of Dushanbe.	(…) Quem nos ataca se esquece que somos homens, e acima de tudo, homens de valor (e armados!).	0.14535767488523402	0.0616455078125
Eles nos acusam de termos mostrado o país [Tajiquistão] por um perspectiva muito negativa, apesar de toda a hospitalidade com que nos trataram.	They blame us for showing the country [Tajikistan] from a negative side, despite being treated with a lot of hospitality there.	[com] o afastamento dos militares angolanos, que apesar de inúmeras críticas que lhe podem ser feitas têm sido o garante de alguma estabilidade no país, a Guiné mergulharia numa nova espiral de incerteza.	0.20788688100296746	0.0640869140625
Discordamos completamente dessas acusações.	We strongly disagree with such accusations.	Esperamos que o governo mude sua postura.	0.10646217448810712	0.134765625
Nós mostramos suas tradições, sua hospitalidade, a alegria das cidades, a beleza das montanhas, e o feriado do sacrifício com muito respeito.	We have shown your traditions, hospitality, the flavor of villages, the beauty of mountains, and the holiday of sacrifice with much respect.	Ele ainda te atende como se você fosse a melhor cliente, a mais especial e que ele ficou muito feliz em ver!	0.150276388549971	0.046875
Nós também dissemos [no episódio] que um final de semana no Tajiquistão é uma ÓTIMA opção para viajantes curiosos…	We also said [in the episode] that a weekend in Tajikistan is a GREAT option for curious travelers…	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.14554740342755396	-0.0487060546875
P.S. O episódio sobre o Tajiquistão acabou por ser muito colorido, cheio de sabor e interessante…	P.S. The episode about Tajikistan turned out to be very colorful, full of flavor, interesting, and kind…	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.13272985523799233	-0.03778076171875
“Eles só mostraram o que viram”	“They showed what they saw”	“Elas saíram do Uíge, Malange, Benguela, enfim!	0.07420710219571705	0.154541015625
Nem todos os internautas tajiques se sentiram ofendidos pelo episódio do “Oryol i Reshka”.	Not all social media users in Tajikistan felt bitter about the “Oryol in Reshka” episode.	Há dias tem sido essa a tônica.	0.0693246863962977	0.070068359375
Muitos acharam que o episódio foi, na verdade, justo e realista.	Many netizens felt the episode was mostly fair.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.1380186798301465	-0.006191253662109375
Alexey Somin afirmou [ru] que a equipe poderia ter feito um episódio muito menos favorável sobre o Tajiquistão e que é a crítica excessiva o que está prejudicando a imagem do país no exterior:	Alexey Somin suggested [ru] that the Ukraining filming crew could have produced a much less favorable episode about Tajikistan, while the excessively critical feedback from the country was damaging to its image abroad:	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.09846832259394082	-0.0699462890625
Eles poderiam ter feito um episódio ainda mais negativo.	They could have made a [more negative] episode.	Foi terrível para muita gente, para muitas famílias.	0.10308902432671779	0.1328125
Poderiam ter mostrado a “beleza” do aeroporto de Duchambe [que costuma receber péssimas críticas de estrangeiros].	They could have shown the “beauty” of the Dushanbe airport [which is often heavily criticized by foreigners].	Abandonou-os, mesmo.  Mas isso é uma questão que têm de colocar aos responsavéis políticos de então.	0.11430491836333166	-0.01163482666015625
Poderiam ter mostrado a completa falta de higiene em nossos restaurantes [baratos], com todas as baratas e louças sujas.	They could have shown the complete lack of basic sanitary conditions in our [cheap restaurants], with their cockroaches and semi-washed dishes.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.	0.19569375939577263	-0.02874755859375
Poderiam ter mostrado o quanto a cidade é suja, onde há menos de 20 latas de lixo por um milhão de habitantes, e onde os aterros parecem os lixões da Índia…	They could have shown the [dirty] city, where there are less than 20 trash cans for a million residents, and where rubbish heaps look like dumps somewhere in India…	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.11454524784827803	-0.0758056640625
E todas essas besteiras que estão sendo publicadas pelos nossos compatriotas só vão ajudar os autores e qualquer pessoa que assista o episódio a entender que tipo de país nós realmente somos.	And all the garbage that has been coming from our compatriots since the episode was aired will just help the authors of the episode and everyone else watching this to understand what kind of a country we actually are.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.	0.1372856679457507	-0.00435638427734375
Mehmon concordou [ru]:	Mehmon agreed [ru]:	Benom agreed [tj]:	0.3722413269924621	0.454345703125
Claro que é desagradável ver alguém falando mal do seu país, mas temos que admitir que quase tudo que eles disseram é verdade.	It is certainly unpleasant when they say things like that about your country, but we have to admit that all they said and showed was mostly true.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.10939552153747693	-0.005512237548828125
Alguns internautas concordaram que o episódio mostrou a realidade, mas se sentiram ofendidos por este ter sido exibido no exterior.	Some netizens say that the episode was quite accurate, but find it insulting that it was aired abroad.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.13700567122137228	-0.01453399658203125
Isfandiyor Zarafshoni escreveu [ru]:	Isfandiyor Zarafshoni wrote [ru]:	Verônica Muzzi (@VeMuzzi) writes [pt]:	0.0994301229263636	0.1614990234375
Todos esses problemas são presentes no nosso dia-a-dia, e falamos neles o tempo todo.	We see all these problems ourselves, and we talk about them all the time.	A actual governação assenta numa falsa democracia em que as decisões estão restritas às salas fechadas dos parlamentos, gabinetes ministeriais e instâncias internacionais.	0.17495028102620455	0.084228515625
Mas é muito irritante saber que estão vendo isso em outros países.	But it is annoying when foreigners see this, too, and show this in other countries.	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).	0.18251720782996708	0.274658203125
Isso desonra o nosso país e mancha a nossa reputação.	This dishonors the nation and stays as a stain on our reputation.	Ainda precisamos descobrir quem está patrocinando os eventos no Brasil e manifestar nosso repúdio e boicote.	0.20883492043423443	0.10467529296875
Depois de toda a confusão, alguns internautas sugeriram que há uma grande escassez de material documental caseiro sobre o Tajiquistão.	The episode has also led some netizens to suggest that there is a shortage of home-made video material about Tajikistan.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.12886096078797277	-0.061859130859375
Muitos usuários do Facebook estão discutindo a ideia de produzir vídeos sobre os principais lugares históricos e belezas naturais do país.	Many Facebook users now discuss the idea of producing films about the country's main historic and natural sites.	Além do debate, o encontro busca promover o diálogo e o intercâmbio entre as pesquisas acadêmicas e as experiências inovadoras da sociedade civil de produção de mídia que enfatizem uma prática cidadã.	0.20433883760746707	0.04547119140625
Resta saber se esse interesse todo vai continuar quando passar a histeria provocada pelo episódio.	It remains to be seen whether these ideas will outlast the now vanishing buzz triggered by the episode.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.12980165713251643	-0.0292510986328125
“Ninguém será esquecido”: condenado por carregar desinfetante durante protestos de junho no Brasil	Prison for Homeless Man Carrying Cleaning Products During Protests in Brazil	#FragaWantsToPost: A Brazilian Activist Has Been Forbidden From Protesting for Two Years	0.25729543981685316	0.255615234375
A decisão do Tribunal de Justiça do Rio de Janeiro foi baseada no estatuto do desarmamento que proíbe carregar ou usar “artefato explosivo ou incendiário, sem autorização ou em desacordo com determinação legal ou regulamentar” (no inciso III do artigo 16 do referido estatuto, lei federal em vigor desde 2003).	The Rio de Janeiro court's decision on December 3 was based on the statute of disarmament which prohibits the carrying or use of an “explosive or incendiary device, without authorization or in breach of legal or regulatory determination” (Item III, Article 16 of that statute of the federal law in force since 2003).	As decisões tomadas o foram graças à interação no Twitter.”	0.05996350419596796	0.0279541015625
Em junho deste ano o Brasil foi sacudido por uma onda de protestos que ficou conhecida como Revolta do Vinagre, em menção ao líquido amplamente usado por jornalistas e manifestantes na contenção dos efeitos do gás lacrimogênio, usado em abundância pela polícia.	According to the page of the Institute of Human Rights Defenders on Facebook, Braga Vieira only found out that he had been sentenced to five years in prison through the organization Institute of Human Rights Defenders, not through the court that sentenced him.	O governo, não obstante ter um orçamento aprovado pela assembleia nacional, ignorou pura e simplesmente as alterações aprovadas pelo plenário da assembleia nacional e executou um orçamento completamente à margem das dotações orçamentais, facto que refletiu de imediato na falta de medicamentos nos hospitais, bem como no desprezo total do governo para com os necessitados.	0.19403906561634074	0.0084381103515625
Em meio a centenas de prisões arbitrárias tanto em junho quanto nos meses posteriores, Rafael foi o primeiro a ser definitivamente condenado por um tribunal e forçado a cumprir pena.	Amid hundreds of arbitrary arrests both in June and in the subsequent months, Braga Vieira was the first to be convicted by a court and forced to serve time.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.13645319076670415	-0.022979736328125
Dois dias depois da condenação, no dia 5 de dezembro a premiada jornalista Ana Aranha escreveu no blog 3 por 4:	Two days after the conviction, award-winning journalist Ana Aranha wrote on the blog 3 por 4:	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.14814434109722643	-0.002346038818359375
[Rafael] foi preso quando saia da loja abandonada [em junho] onde morava há um mês e onde pegara os dois frascos de limpeza.	[Rafael] was arrested when he left the abandoned store [in June] where he lived for a month and from where he picked up the two bottles of cleaning product.	No bolso frontal dos uniformes usados por ele foram estampados os dias da semana, para que o freguês tenha a certeza de que Valdir não usa hoje a roupa suja de ontem.	0.18597054858973108	-0.01251220703125
No laudo do esquadrão antibomba, a Polícia Civil apontou que os produtos tinham “ínfima possibilidade de funcionar como coquetel molotov”.	In the report of the bomb squad, Civil Police have found that the products had “tiny possibility to work as a cocktail molotov.”	“Foi o pretexto de que o Alto Comando carecia para manifestar seu inconformismo com a revelação da verdade histórica.	0.15071336398559662	-0.028533935546875
Quando o caso chegou ao Ministério Público, as garrafas foram descritas pelo promotor responsável pela acusação como “material incendiário”.	When the case came to prosecutors, the bottles were described by the prosecutor responsible for the case as “incendiary material”.	[…] Na confusão perdi meu celular e algumas outras coisas.  O acampamento ficou desbaratado e os ânimos devastados.	0.14950389313226708	-0.01456451416015625
Até que o juiz Guilherem Schilling Pollo Duarte determinou que “uma das garrafas tinha mínima aptidão para funcionar como coquetel molotov” e condenou Rafael a quase seis anos de prisão.	Judge Guilherem Schilling Pollo Duarte determined that “one of the bottles had minimal ability to function as a molotov cocktail” and condemned Rafael to nearly six years in prison.	[…] Na confusão perdi meu celular e algumas outras coisas.  O acampamento ficou desbaratado e os ânimos devastados.	0.12918703540076074	-0.0389404296875
Ana comenta ainda do absurdo da situação de Rafael, de quem somente se sabe através de “fragmentos de registros oficiais”, não esquecendo que “abusos e ilegalidades cometidos pela Polícia Militar durante os protestos foram repetidamente flagrados, registrados e publicados”:	Aranha also commented on the absurdity of the situation - that we only know Braga Vieira through “fragments of official records”, not forgetting that “abuses and illegalities committed by military police during the protests were repeatedly caught, recorded and published”:	(…) “vimos também homens armados a paisana circulando o local e quando passamos na frente do prédio do pelotão especial da Guarda Municipal foi possível perceber uma forte movimentação à 1 hora da manhã”, afirmou um dos manifestantes que preferiu não se identificar.	0.19214870048638263	-0.07647705078125
A repressão violenta a manifestações deveria ser, em si, algo inaceitável em um país democrático, mas o caso de Rafael tem um elemento ainda mais surreal: nós sequer sabemos se ele fazia parte do protesto.	The violent repression of demonstrations should be, in itself, unacceptable in a democratic country, but the case of Rafael has an even more surreal element: we don't even know if he was part of the protest.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.10504833050894367	-0.045562744140625
Esta mesma polícia violenta, flagrada em truculência durante a manifestação no próprio dia em que Rafael foi preso, não teve seu testemunho questionado pelo juiz que condenou Rafael, como denuncia o coletivo social Rio na Rua:	The same violent police who used brutal tactics against protesters that day that Braga Vieira was arrested (Global Voices reported [en] on June 20) have not had their testimony questioned by the judge who sentenced Braga Vieira, according to collective Rio na Rua (Rio on the street):”	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.08798151972363925	-0.06634521484375
O juiz argumentou que “as testemunhas são pessoas idôneas, isentas e não têm qualquer interesse pessoal em incriminar o réu”, contrastando com a defesa de Rafael, que, segundo Duarte, “declarou uma versão pueril e inverosímil, no sentido de que teria encontrado as duas garrafas lacradas, ambas em uma loja abandonada, e resolveu tirá-las dali”.	The judge argued that “witnesses are people with a reputation, unbiased and with no personal interest in incriminating the defendant,” contrasting with the defense of Rafael, who, according to Duarte, “gave a puerile and implausible version, in which he would have found the two sealed bottles, both in an abandoned store, and decided to take them away.”	(…) “vimos também homens armados a paisana circulando o local e quando passamos na frente do prédio do pelotão especial da Guarda Municipal foi possível perceber uma forte movimentação à 1 hora da manhã”, afirmou um dos manifestantes que preferiu não se identificar.	0.16944991670492907	-0.0193328857421875
Marcos Romão escreveu no blog Mamapress sobre a acusação que pairava sobre Rafael já no início de novembro:	Marcos Romão wrote on the blog Mamapress about the charges hanging over Braga Vieira in early November:	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.	0.161044470495861	0.10577392578125
O MP afirma que o preso “se prevaleceu de um momento de comoção nacional, de protestos legítimos da sociedade brasileira no exercício de sua cidadania, para de forma covarde espalhar o terror na cidade, visando incendiar prédios comerciais, cenas estas que presenciamos de forma exaustiva nos noticiários”	The MP [prosecutors office] said that the prisoner “has prevailed in a time of national upheaval, of the legitimate protests of Brazilian society in exercising their citizenship, in order to spread terror in the city in a cowardly way, aiming to set fire to commercial buildings, scenes we have exhaustively witnessed in the news”	(…) “vimos também homens armados a paisana circulando o local e quando passamos na frente do prédio do pelotão especial da Guarda Municipal foi possível perceber uma forte movimentação à 1 hora da manhã”, afirmou um dos manifestantes que preferiu não se identificar.	0.1689632212938829	-0.002471923828125
O jornalista Piero Locatelli, também ele preso em 13 de junho pouco antes de uma manifestação em São Paulo acusado de “portar vinagre”, foi o primeiro a denunciar a condenação de Rafael que veio a acontecer no dia 3 de dezembro em artigo para a Carta Capital.	Journalist Piero Locatelli, also arrested on June 13 just before a demonstration in Sao Paulo accused of “carrying vinegar”, was the first to slam the sentencing, which occurred on December 3, in an article in Carta Capital magazine.	A polícia catarinense ainda investiga as circunstâncias da morte do blogueiro.	0.09759872542285301	0.044097900390625
Neste mesmo artigo, Locatelli aponta contradições no laudo como o fato de “não [haver] panos na boca das garrafas” e de os recipientes de plástico não poderem servir de bombas incendiárias, “já que não se estilhaçam ao quebrar no chão”:	In the same article, Locatelli pointed out contradictions in the report, such as the fact that there was no cloth in the mouth of the bottle and that plastic containers couldn't serve as firebombs “since they don't shatter when breaking on the ground”:	“Foi o pretexto de que o Alto Comando carecia para manifestar seu inconformismo com a revelação da verdade histórica.	0.10744728747610476	-0.10577392578125
Negro, morador de rua e catador de latinhas, Vieira é o primeiro condenado dos protestos de junho no Estado.	Black, homeless and a can collector, Vieira is the first to be sentenced after the June protests in the state.	A principal vítima desses PUAs são pré-adolescentes que atingiram a idade de consentimento, 14 anos.	0.18147258320622114	-0.021087646484375
Com 26 anos de idade, Vieira já havia sido preso duas vezes por roubo, em 2006 e 2008, e cumpriu as penas completas.	26-year-old Vieira had already been arrested twice for theft in 2006 and 2008, and served the full sentences.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.11860244732846596	-0.051605224609375
Ainda cabem recursos a instâncias superiores, e a defesa não se pronunciou sobre o caso.	There will still be an appeal in the higher courts, Braga Vieira's defense attorneys have not commented on the sentencing.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.13818728313587264	0.043792724609375
O morador de rua deverá continuar preso no complexo presidiário de Japeri, município na região metropolitana do Rio, devido ao pedido de prisão cautelar feito pelo mesmo juiz.	The homeless man should remain a prisoner in the Japeri prison complex, in the metropolitan region of Rio, due to the request for protective arrest made ​​by the same judge.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.1242188697784366	-0.061737060546875
Também o Anonymous Rio, que já desde o dia primeiro de novembro vinha a exigir a soltura de Rafael, preso sem julgamento desde junho, reagiu à condenação apontando para a desigualdade social no Brasil, país com a quarta maior população carcerária do mundo:	Anonymous Rio, which had demanded Braga Vieira's release since the first day of November for being imprisoned without trial since June, also reacted to the sentence pointing to social inequality in Brazil, a country with the fourth largest prison population [en] in the world:	Mesmo diante de eventuais excessos por parte de alguns manifestantes, não há nenhuma justificação para as cenas que se vê, incluindo agressões contra quem estava filmando o episódio (o que, aliás, não é a primeira vez que acontece).	0.18362600121994566	-0.0203704833984375
Essa é a cara da desigualdade social e da (in)justiça brasileira.	This is the face of social inequality and the Brazilian (in)justice.	Um sistema sem qualquer tipo de controlo cidadão, refém de um modelo económico-financeiro, sem preocupações sociais ou ambientais e que fomenta as desigualdades, a pobreza e a perda de direitos à escala global.	0.19947464876655244	0.1785888671875
É essa a cara do sistema carcerário brasileiro, a cara da intensificação da desigualdade social, da falta de critério.  […]	This is the face of the Brazilian prison system, the face of intensifying social inequality, of the lack of criteria.  […]	Um sistema sem qualquer tipo de controlo cidadão, refém de um modelo económico-financeiro, sem preocupações sociais ou ambientais e que fomenta as desigualdades, a pobreza e a perda de direitos à escala global.	0.2034827535376743	0.228759765625
A população carcerária no Brasil é formada basicamente por jovens, pobres, negros, homens e com baixo nível de escolaridade.	The prison population in Brazil is basically made ​​up of young, poor, black men with low levels of schooling.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.14398582119457964	-0.049652099609375
Os dados estatísticas de 2008 do Departamento penitenciário nacional indicam que mais da metade dos presos tem menos de trinta anos; 95% são pobres, 93,88% são do sexo masculino, dois terços não completaram o ensino fundamental e também dois terços são negros.	The 2008 statistics data from the National Penitentiary Department indicate that more than half of the inmates are under 30, 95 percent are poor, 93.88 percent are male, two-thirds had not completed elementary school and also two-thirds are black.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.07962991001424656	-0.03546142578125
O Coletivo Ocupa Câmara Rio, no Facebook, repudiou a condenação:	The collective Ocupa Câmara Rio (Occupy Rio Chamber) repudiated the sentence on Facebook:	Os representantes do povo nada fazem.  […] É preciso que o mundo saiba o que acontece no Maranhão.	0.16931995987135304	0.035552978515625
Rafael não representa ameaça a segurança pública, como quiseram supor.	Rafael não representa ameaça a segurança pública, como quiseram supor.	A rápida conclusão, porém, não convenceu seus amigos e familiares, que exigem rigorosa apuração do caso.	0.21028132674086797	0.1915283203125
