source	target	search_result	chrf_score	bleurt
Wenn aktiviert, wird JavaScript-Programmen das Öffnen von neuen Fenstern erlaubt.	If enabled, JavaScript programs are allowed to open new windows.	Whether or not JavaScript popups if allowed shall open in a new tab or in a new window.	0.4535631371241367	0.5302734375
Wenn aktiviert, wird JavaScript-Programmen der lesende und schreibende Zugriff auf die Zwischenablage erlaubt.	If enabled, JavaScript programs are allowed to read from and to write to the clipboard.	Enables the execution of scripts written in ECMA-Script (also known as JavaScript) that can be contained in HTML pages. Note that, as with any browser, enabling scripting languages can be a security problem.	0.2863933279974444	0.40380859375
Falls aktiviert, wird der Vergrößerungsfaktor eines Rahmens, nur auf den Text angewandt.	If enabled, the zoom factor on a frame is only applied to the text.	Decrease the size of the text in the viewer pane. This icon is only enabled if you have previously enlarged the text.	0.3405064517626922	0.480224609375
Wenn aktiviert, werden beim Drucken einer Webseite auch Hintergrundfarben und Bilder ausgedruckt.	If enabled, background colors and images are also drawn when the page is printed.	Click on thebutton the choose the color of the background. This option has no effect on printing nor export.	0.283113637960193	0.42236328125
Unterstützung für die offline Speicherfunktion von HTML 5 aktivieren.	Enables support for the HTML 5 offline storage feature.	Refresh offline cache automatically	0.18439722724125032	0.327880859375
Unterstützung für die Zwischenspeicher-Funktion für Web-Anwendungen von HTML 5 aktivieren.	Enables support for the HTML 5 web application cache feature.	A plugin to help with the insertion of & HTML; elements.	0.17368512104423336	0.294677734375
Unterstützung für die lokale Speicherfunktion von HTML 5 aktivieren.	Enables support for the HTML 5 local storage feature.	Shift; F5 File Reload	0.04747212825106809	0.1595458984375
Möchten Sie die Daten wirklich erneut senden?	Are you sure you want to send your data again?	Message Send Again...	0.11102902078561011	0.437255859375
Formulardaten erneut senden	Resend form data	File Send Later	0.1366981458804034	0.40283203125
Fehler beim Laden von: %1%1=an URL, e.g.'kde.org '	Error loading: %1	Invalid url %1	0.11503384808911406	0.386962890625
Beim Verbinden mit: %1	When connecting to: %1	Connections: %1	0.34708951423819795	0.533203125
Überprüfen Sie die Adresse auf Fehler wie z. B. ww .kde.org anstatt www .kde.org	Check the address for errors such as ww. kde. org instead of www. kde. org	KDE: http: / /www. kde. org	0.16633074296650321	0.25927734375
Falls die Adresse korrekt ist, überprüfen Sie die Netzwerkverbindung.	If the address is correct, try to check the network connection.	Check your network connection status.	0.36085656325434895	0.615234375
Falls Ihr Rechner oder Netzwerk von einer Firewall oder einem Proxy geschützt ist, stellen Sie sicher, dass rekonq auf das Netzwerk zugreifen darf.	If your computer or network is protected by a firewall or proxy, make sure that rekonq is permitted to access the network.	Notice: Before connecting, ensure that the target computer (server) is available on the network and, if necessary, that its firewall has been correctly configured or disabled.	0.35587791071815245	0.4716796875
Falls rekonq nicht ordnungsgemäß funktioniert, können Sie natürlich auch sagen, dass es ein Fehler des Programmierers war ;-)	Of course, if rekonq does not work properly, you can always say it is a programmer error;)	This dialog provides you with notification and details of scripting errors that occur on web pages. In many cases it is due to an error in the web site as designed by its author. In other cases it is the result of a programming error in Konqueror. If you suspect the former, please contact the webmaster of the site in question. Conversely if you suspect an error in Konqueror, please file a bug report at http: / /bugs. kde. org/. A test case which illustrates the problem will be appreciated.	0.24040356226254855	0.385009765625
Suchen auf	Search with	Search for	0.4420057941649694	0.5078125
Bild ansehen	& View Image	Image View	0.4887988815913229	0.681640625
„ %1“ in neuem Unterfenster öffnen	Open '%1 'in New Tab	Open '%1 '	0.42248592671224383	0.65185546875
„ %1“ in neuem Fenster öffnen	Open '%1 'in New Window	Open '%1 '	0.34906424030097827	0.650390625
Aktueller Rahmen	Current Frame	Current status	0.4647280035100507	0.37646484375
Rahmen in neuem Unterfenster öffnen	Open Frame in New Tab	Folder New Subfolder	0.10971417089288794	0.272216796875
Die Datei %1 hat nicht die Version 1.0.	%1 is not a version 1.0 file.	Cannot find file '%1 '.	0.17494174880671018	0.4970703125
Die Liste der Freigaben konnte nicht abgefragt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The list of shares could not be retrieved. Detailed information cannot be provided because there was no error message.	No detailed information for this file found.	0.2104612889464065	0.486083984375
Die Liste der Freigaben konnte nicht abgefragt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The list of shares could not be retrieved. Read the error message under ""Details"" to find out more."	Sorry. Language not supported yet	0.0720826551066887	0.2130126953125
Die Liste der registrierten IP-Adressen in den angegebenen Broadcastbereichen konnte nicht abgerufen werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The list of registered IP addresses within the given broadcast areas could not be retrieved. Detailed information cannot be provided because there was no error message.	No Directory Servers Configured	0.04575378352748228	0.167724609375
Die Liste der registrierten IP-Adressen in den angegebenen Broadcastbereichen konnte nicht abgerufen werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The list of registered IP addresses within the given broadcast areas could not be retrieved. Read the error message under ""Details"" to find out more."	Your system does not provide support for the'remote widgets' feature. Access Failed.	0.13822278204860763	0.299072265625
Die Serverliste konnte nicht abgefragt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The list of servers could not be retrieved. Detailed information cannot be provided because there was no error message.	Unable to connect to server. Please check your settings and try again.	0.15255349091060158	0.430908203125
Die Serverliste konnte nicht abgefragt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The list of servers could not be retrieved. Read the error message under ""Details"" to find out more."	Unable to connect to server. Please check your settings and try again.	0.1585032172370541	0.455078125
Die Vorschau konnte nicht erzeugt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The preview could not be compiled. Detailed information cannot be provided because there was no error message.	Search Finished. No reports found.	0.0725624770302319	0.314697265625
Die Vorschau konnte nicht erzeugt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The preview could not be compiled. Read the error message under ""Details"" to find out more."	Logins are not allowed at the moment. Try again later.	0.1263489725126736	0.34912109375
Sie dürfen diese Freigabe nicht aushängen. Sie gehört zu einem anderen Benutzer.	You are not allowed to unmount this share. It is owned by another user.	Other Users	0.05411257486462512	0.303466796875
Die Freigabe„ %1“ konnte nicht eingehängt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	"The share ""%1"" could not be mounted. Detailed information cannot be provided because there was no error message."	The server %1 could not handle your request. Please try again now, or later if the problem persists.	0.24211140985920074	0.40869140625
Die Freigabe„ %1“ konnte nicht eingehängt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The share ""%1"" could not be mounted. Read the error message under ""Details"" to find out more."	The server %1 could not handle your request. Please try again now, or later if the problem persists.	0.25192231504419665	0.432861328125
Die Freigabe„ %1“ konnte nicht ausgehängt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	"The share ""%1"" could not be unmounted. Detailed information cannot be provided because there was no error message."	The server %1 could not handle your request. Please try again now, or later if the problem persists.	0.2357485089279894	0.3330078125
Die Freigabe„ %1“ konnte nicht ausgehängt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The share ""%1"" could not be unmounted. Read the error message under ""Details"" to find out more."	The server %1 could not handle your request. Please try again now, or later if the problem persists.	0.24402156315637522	0.37353515625
Die Datei„ %1“ konnte nicht gefunden werden.	"The file ""%1"" could not be found."	Cannot find file '%1 '.	0.15683856238487845	0.79150390625
Der Name Ihres Computers konnte mit Hilfe des Systemausrufs gethostname() nicht bestimmt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The name of your computer could not be determined by using the gethostname() system call. Detailed information cannot be provided because there was no error message.	Unable to resolve hostname	0.06958589358016189	0.425048828125
Der Name Ihres Computer konnte mit Hilfe des Systemaufrufs gethostname() nicht bestimmt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The name of your computer could not be determined by using the gethostname() system call. Read the error message under ""Details"" to find out more."	Authentication failed. Check your username and password. %1	0.1106690953046333	0.2626953125
Entweder ist Ihre PATH Umgebungsvariable nicht korrekt gesetzt, oder die folgenden Programme sind nicht installiert: %1 Bitte korrigieren Sie dies und starten Sie danach Smb4K erneut.	Either your PATH environment variable is not set properly or there are the following programs missing on your system: %1 Please correct this and restart Smb4K.	The executable %1 could not be found in your PATH. Check that this program exists and is accessible in your PATH variable.	0.2679019937299045	0.48193359375
Das Verzeichnis„ %1“ konnte nicht erzeugt werden.	"The directory ""%1"" could not be created."	Cannot find '%1 '.	0.0683432409409777	0.56787109375
Diese Freigabe konnte nicht ausgehängt werden, da der Eintrag für den Einhängepunkt leer war.	The share could not be unmounted, because the mount point string was empty.	No link field is available in the database for this entry.	0.1336469278297895	0.274658203125
Dieses Feature ist nicht eingeschaltet.	This feature has not been enabled.	Feature Not Implemented	0.204133950799707	0.7021484375
Für Drucker können keine Lesezeichen angelegt werden.	Printers cannot be bookmarked.	Unable to configure print server.	0.16198142681742717	0.382568359375
Ein Fehler ist während der Syntaxanalyse der XML-Datei„ %1“ aufgetreten. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	"An error occurred while parsing the XML file ""%1"". Detailed information cannot be provided because there was no error message."	"Error in XML data: ""%1"" in line %2, column %3. XML data:"	0.08976988225726258	0.452880859375
Ein Fehler ist während der Syntaxanalyse der XML-Datei„ %1“ aufgetreten. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"An error occurred while parsing the XML file ""%1"". Read the error message under ""Details"" to find out more."	"Error in XML data: ""%1"" in line %2, column %3. XML data:"	0.10507906906407377	0.48681640625
Die Liste der eingehängten Freigaben konnte nicht importiert werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The list of mounted shares could not be imported. Detailed information cannot be provided because there was no error message.	No key imported. Please see the detailed log for more information.	0.26679874230848283	0.427734375
Die Liste der eingehängten Freigaben konnte nicht importiert werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The list of mounted shares could not be imported. Read the error message under ""Details"" to find out more."	Sorry, certificate could not be imported. Reason: %1	0.2797565584921819	0.33203125
Der Befehl„ %1“ konnte nicht gefunden werden.	"The command ""%1"" could not be found."	Cannot find '%1 '.	0.10091982385924793	0.68994140625
Die Datei„ %1“ konnte nicht gedruckt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	"The file ""%1"" could not be printed. Detailed information cannot be provided because there was no error message."	The server %1 could not handle your request. Please try again now, or later if the problem persists.	0.2353708711655302	0.38525390625
Die Datei„ %1“ konnte nicht gedruckt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The file ""%1"" could not be printed. Read the error message under ""Details"" to find out more."	Unsupported file format found. The file format '%1 'is no longer supported, please convert to another one.	0.24789151971235912	0.496826171875
Das temporäre Verzeichnis„ %1“ konnte nicht angelegt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The temporary file could not be created. Detailed information cannot be provided because there was no error message.	The server %1 could not handle your request. Please try again now, or later if the problem persists.	0.23306235508879772	0.328125
Das temporäre Verzeichnis„ %1“ konnte nicht angelegt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The temporary file could not be created. Read the error message under ""Details"" to find out more."	"Your message could not be delivered: ""%1"", Reason: ""%2"""	0.23942664379644985	0.38916015625
Die Synchronisation konnte nicht erfolgreich durchgeführt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The synchronization could not be finished successfully. Detailed information cannot be provided because there was no error message.	No connection could be created. The error message was: %1	0.21919107023788595	0.330078125
Die Synchronisation konnte nicht erfolgreich durchgeführt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The synchronization could not be finished successfully. Read the error message under ""Details"" to find out more."	Decoding failed. Please try again:	0.07109620706029128	0.417724609375
Die Suche konnte nicht erfolgreich durchgeführt werden. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	The search could not be finished successfully. Detailed information cannot be provided because there was no error message.	Search Finished. No reports found.	0.11079215788608754	0.4775390625
Die Suche konnte nicht erfolgreich durchgeführt werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The search could not be finished successfully. Read the error message under ""Details"" to find out more."	Login Failed. Please try again.	0.0681848075220087	0.4091796875
Die Datei„ %1“ konnte nicht geöffnet werden.	"The file ""%1"" could not be opened."	Could not open file '%1 '	0.3242767304108207	0.73681640625
Die Datei„ %1“ konnte nicht geöffnet werden. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"The file ""%1"" could not be opened. Read the error message under ""Details"" to find out more."	Cannot access file %1. Please check the path is correct.	0.13717582361161137	0.53759765625
Die Argumente für das„ net“ Kommando konnten nicht zusammengestellt werden.	"The list of arguments for the ""net"" command could not be assembled."	ERROR: No arguments supplied	0.15965422526261078	0.370361328125
Ein unbekannter Fehler ist aufgetreten. Detaillierte Informationen können nicht gegeben werden, da es keine Fehlermeldung gab.	An unknown error occurred. Detailed information cannot be provided because there was no error message.	Unknown error occurred.	0.22171552076021994	0.58056640625
Ein unbekannter Fehler ist aufgetreten. Lesen Sie die Fehlermeldung unter„ Details“, um mehr herauszufinden.	"An unknown error occurred. Read the error message under ""Details"" to find out more."	Article could not be retrieved. The following error occurred:	0.2594926565116847	0.515625
Der Prozess konnte nicht gestartet werden (Fehlerkennzahl: %1).	The process failed to start (error code: %1).	Could not start process %1.	0.24256031376016182	0.60205078125
Der Prozess ist abgestürzt (Fehlerkennzahl: %1).	The process crashed (error code: %1).	The process '%1 'crashed.	0.43703195519102084	0.77001953125
Der Process brauchte zu lange (Fehlerkennzahl: %1).	The process timed out (error code: %1).	The process '%1 'crashed.	0.299933807701105	0.68701171875
In den Prozess konnte nicht geschrieben werden (Fehlerkennzahl: %1).	Could not write to the process (error code: %1).	Was not able to write data to the %1 process.	0.3184527079292632	0.677734375
Der Prozess konnte nicht ausgelesen werden (Fehlerkennzahl: %1).	Could not read from the process (error code: %1).	Was not able to read data from the %1 process.	0.3369827326495963	0.67626953125
Der Prozess hat einen unbekannten Fehler zurückgegeben.	The process reported an unknown error.	Unknown process error.	0.38486742206323066	0.603515625
Der Prozess wurde unerwartet beendet.	The process exited unexpectedly.	The operation was unexpectedly aborted.	0.4565419063259801	0.61279296875
Der Mimetype„ %1“ wird nicht unterstützt. Bitte wandeln Sie die Datei in PostScript oder PDF um.	"The mimetype ""%1"" is not supported. Please convert the file to PostScript or PDF."	Unsupported file format found. The file format '%1 'is no longer supported, please convert to another one.	0.4087573055554929	0.60205078125
Sie haben Smb4K so eingerichtet, dass„ %1“ benutzt werden soll. Es fehlt allerdings nun auf Ihrem Rechner. Die entsprechende Eigenschaft wird deshalb jetzt abgeschaltet.	"You previously chose to use ""%1"", but now it is missing on your system. Smb4K will disable this feature."	%1 is a bitmap font, and these have been disabled on your system.	0.25082312770244747	0.4853515625
Die Bezeichnung„ %1“ wird mehrfach benutzt. Sie wird für das Lesezeichen„ %2“ automatisch umbenannt, um Verwechslungen zu vermeiden.	"The label ""%1"" is used more than once. It will automatically be renamed for bookmark ""%2"" to avoid confusion."	"Renaming ""%1"" to ""%2"""	0.07450396988333004	0.417724609375
Die digitale Brieftasche„ %1“ konnte nicht geöffnet werden. Die Unterstützung für KWallet wird ausgeschaltet.	"The wallet ""%1"" could not be opened. KWallet support will be disabled for this session."	Unable to force the wallet closed. Error code was %1.	0.1981769341452002	0.44580078125
Benutzer angeben	Specify User	Add User	0.17566592957822377	0.548828125
Lösche Liste	Clear List	Loose	0.05813953488372103	0.10235595703125
Bitte geben Sie einen Benutzernamen an.	Please specify a user name.	Username:	0.22940474790316326	0.66015625
Wollen Sie wirklich das Aushängen dieser Freigabe erzwingen?	Do you really want to force the unmounting of this share?	Do you really want to remove that template?	0.40642063395629036	0.453369140625
Bitte geben Sie die Authentifizierung für die Freigabe %1 ein.	Please enter a username and a password below.	Please enter authentication information for %1	0.3396658325308397	0.63916015625
Datei drucken	Print File	File printer	0.4132347891968868	0.6630859375
Kopien:	Copies:	Copies:	1.0	0.9462890625
Die Datei sudoers ist irregulär.	The sudoers file is irregular.	Invalid Byteorder.	0.0802323210615354	0.17333984375
Benutzerdefinierte Einstellungen	& Custom Options	User settings	0.08548460144927543	0.150634765625
Freigabe:	Share	Issuer:	0.0641025641025642	0.1019287109375
Versuche eine Anmeldung mit Kerberos (Active Directory)	Try to authenticate with Kerberos (Active Directory)	may be set to a Kerberos5 credentials cache name	0.2422208377073302	0.368408203125
Schreibzugriff:	Write access:	Syntax:	0.043478260869565306	0.21337890625
beschreibbar	read-write	Writeable	0.24226515025028442	0.3291015625
schreibgeschützt	read-only	(write protected)	0.06872852233676985	0.2890625
Freigabe einhängen	Mount Share	free	0.05530226274907133	0.03485107421875
Füge diese Freigabe den Lesezeichen hinzu	Add this share to the bookmarks	Assign '%1 'to & This Item	0.10619850777190314	0.295166015625
Das Format der Freigabe, die Sie eingegeben haben, ist nicht korrekt. Es muss die Form //RECHNER/FREIGABE haben.	The format of the share you entered is not correct. It must have the form / /HOST/ SHARE.	The filter chain is wrong. The output format of at least one filter is not supported by its follower. See Filters tab for more information.	0.25467621111157956	0.344970703125
Synchronisation	Synchronization	Synchronization	1.0	0.91162109375
Synchronisieren	Synchronize	Synchronizing	0.8563697973744738	0.7138671875
Synchronisiere das Zielverzeichnis mit dem Quellverzeichnis	Synchronize the destination with the source	Synchronize Directories	0.2947443438419637	0.34521484375
Pfade vertauschen	Swap Paths	Byte Swap	0.23348186435658727	0.5517578125
Vertausche Quell- und Zielverzeichnis	Swap source and destination	Swap & Byte Order	0.11972677081372739	0.379150390625
Übertragene Dateien:	Files transferred:	Uploading file:	0.11240961034731096	0.494140625
Übertragungsrate:	Transfer rate:	Bit rate:	0.22695229121396843	0.4375
Arbeitsgruppe	Workgroup	Workgroup:	0.9836982122156243	0.76806640625
Anmeldename	Login	Account Name	0.05952380952380962	0.205322265625
Systemabschnitt	System Tray	System	0.46029845905783856	0.44091796875
Hauptfenster & Systemabschnitt	Main Window & System Tray	& Main Toolbar	0.12896767109831325	0.3349609375
Entfernte Freigaben	Remote Shares	free	0.06098272642390296	0.0308074951171875
Tooltips	Tooltips	Tooltips	1.0	0.97802734375
Netzwerkumgebung	Network Neighborhood	Networking	0.2981686906130108	0.298095703125
Einstellungen für die Listenansicht:	Settings for the list view:	List View Settings	0.3648967137543726	0.67041015625
Eingehängte Freigaben	Mounted Shares	free	0.05633732906460187	0.0191650390625
Versteckte Dateien & & Verzeichnisse	Hidden Files & & Directories	All & files	0.08510002213916001	0.0733642578125
Vorschaudialog	Preview Dialog	captionDialog	0.3276644651644651	0.7060546875
Browseliste	Browse List	Browse list	0.5441137566137567	0.8603515625
Passwortspeicherung	Password Storage	Password Protection	0.4627834227329157	0.47998046875
Standardanmeldung	Default Login	Standard File	0.08333333333333343	0.272216796875
Dieser Benutzername wird standardmäßig für die Anmeldung bei einem entfernten Server benutzt.	This username is used by default to authenticate to a remote server.	Username for login	0.11350342285926134	0.41455078125
Dieses Passwort wird standardmäßig für die Anmeldung bei einem entfernten Server benutzt. Es darf leer sein.	This password is used by default to authenticate to a remote server. It may be empty.	Authentication failed. Most likely the password is wrong. The server responded: %1	0.36063965063977715	0.3505859375
Einhängen & & Aushängen	Mounting & & Unmounting	Attach & inline	0.07866398633407899	0.1484375
Checks	Checks	Check	0.6081643148081892	0.263916015625
Einträge löschen	Remove Entries	Remove entry	0.41650560106724344	0.798828125
Entferne die Einträge aus der Konfigurationsdatei	Remove entries from the configuration file	Remove Entry	0.13681236889244855	0.463134765625
Abhängig von Ihrer Wahl unter„ Programme“ werden alle Einträge entweder aus der Datei /etc/super.tab oder /etc/sudoers entfernt, die von Smb4K geschrieben wurden. Zusätzlich wird Ihre Auswahl unter„ Aktionen“ gelöscht.	"Depending on your choice under ""Programs"", all entries that were written by Smb4K will be removed either from / etc/ super. tab or / etc/ sudoers. Additionally, all your choices under ""Actions"" will be cleared."	Discard / Cannot be deleted / Remove This will do different actions, depending on if it was supplied with your system or created by you. You can only discard changes to system wide actions, if there are no changes then these actions cannot be deleted. User created actions are completely removed, including all changes.	0.29070550730445865	0.443115234375
Standardzielverzeichnis	Default Destination	Standard Mailing List	0.11157420869546496	0.273193359375
Zugriffsrechte, etc.	File Permissions, etc.	Access type (public etc.)	0.14523541384294322	0.369873046875
Löschen & Übertragen von Dateien	File Deletion & Transfer	& Remove File	0.12130489622749689	0.48681640625
Spezielle Filterregeln:	Special filter rules:	Filter limit:	0.17551174111846038	0.517578125
Filterung	Filtering	Filtering	1.0	0.9111328125
Sicherheitskopien	Backup	Document Protection	0.04629629629629639	0.299072265625
Freigaben	& Shares	free	0.07899100986296594	0.025360107421875
[Netzwerk] Der benutzerdefinierte Masterbrowser ist nicht eingetragen worden.	[Network] The custom master browser has not been entered.	Could Not Launch Browser.	0.12178214580050885	0.321044921875
[Netzwerk] Die Broadcastbereiche sind nicht eingetragen worden.	[Network] The broadcast areas have not been entered.	[not configured]	0.06824428958575304	0.2481689453125
[Freigaben] Das Basisverzeichnis zum Einhängen der Freigaben ist leer.	[Shares] The mount prefix is empty.	(Empty)	0.06251178738740464	0.166748046875
[Authentifizierung] Der standardmäßige Benutzername wurde nicht eingetragen.	[Authentication] The default username has not been entered.	Authentication failed (user name=%1)	0.37844558111857624	0.556640625
[Samba] Die Dateimaske ist leer.	[Samba] The file mask is empty.	[plixed] Okke Timm okke. timm@web. de	0.10651629072681712	0.123046875
[Samba] Die Verzeichnismaske ist leer.	[Samba] The directory mask is empty.	Wir [besitzen] einen [Computer]	0.09808545096275834	0.04620361328125
[Synchronisation] Das Basisverzeichnis für rsync ist leer.	[Synchronization] The rsync prefix is empty.	[General] CheckSycoca=false	0.08889916810615868	0.2685546875
[Synchronisation] Das Verzeichnis, in dem teilweise übertragene Dateien abgelegt werden sollen, ist leer.	[Synchronization] The directory where partially transferred files should be stored is empty.	Transfer of the following files has been aborted because there is not enough free space left on '%1 ':	0.23630530216645976	0.41552734375
[Synchronisation] Die Ausschlussmuster wurden nicht eingetragen.	[Synchronization] The exclude patterns have not been entered.	[not configured]	0.067149012232369	0.2705078125
[Synchronisation] Der Pfad der Ausschlussdatei ist leer.	[Synchronization] The path of the exclude file is empty.	Output Folder Does Not Exist	0.06960834447853573	0.20556640625
[Synchronisation] Die Einschlussmuster wurden nicht eingetragen.	[Synchronization] The include patterns have not been entered.	No Final Mode data found.	0.06936424596229587	0.263916015625
[Synchronisation] Der Pfad zur Einschlussdatei ist leer.	[Synchronization] The path of the include file is empty.	[Empty]	0.04646448404319158	0.2410888671875
[Synchronisation] Das Suffix für die Sicherheitskopien wurde nicht angegeben.	[Synchronization] The backup suffix has not been defined.	No Backup Suffix or Prefix	0.14471349974427763	0.397216796875
[Synchronisation] Das Verzeichnis für die Sicherheitskopien ist leer.	[Synchronization] The backup directory is empty.	Password is empty. (WARNING: Insecure)	0.19309098836730354	0.2822265625
Entfernte Ports	Remote Ports	Port au Choix	0.1836279461279461	0.51708984375
Signierstatus	Signing State	Message Status	0.17900799178926993	0.10174560546875
Übliche Optionen	Common Options	Options	0.43742436526365286	0.431396484375
Wähle einen anderen Benutzer	Choose a different user	Other Users	0.10775713794289653	0.56494140625
Wähle eine andere Gruppe	Choose a different group	Group Selection	0.13585738960677118	0.60986328125
Wenn Sie Probleme aufgrund von unzureichenden Rechten beim Einhängen der Freigaben haben, dann sollten Sie die entsprechenden Einstellungen auf der Administrator Konfigurationsseite aktivieren.	If you experience problems due to insufficient privileges when mounting shares, you should enable the appropriate settings in the Super User configuration page.	There are some issues in your configuration. Please check the Capabilities page for more details.	0.21708624837924995	0.4833984375
Einhängen	& Mount	Binding	0.02732240437158479	0.03729248046875
net	net	NET	1.0000000000000001e-16	0.72802734375
smbclient	smbclient	SMB Browser	0.03663003663003673	0.546875
nmblookup	nmblookup	nbCountries	0.07246376811594211	0.250244140625
smbtree	smbtree	smb: / /	0.16297454869936187	0.491455078125
Klientenprogramme	Client Programs	Clients	0.31893333041222066	0.1370849609375
Kerberos	Kerberos	Kerrobert	0.3160486225726483	0.4287109375
Der erweiterte Browser für die Netzwerkumgebung unter KDE.	The advanced network neighborhood browser for KDE.	KDE File Manager & Web Browser	0.15446930891311034	0.328369140625
(c) 2003-2008, Alexander Reinholdt (c) 2004-2007, Massimo Callegari (c) 2004, Franck Babin	\\u00A9 2003-2009 Alexander Reinholdt \\u00A9 2004-2007 Massimo Callegari	Copyright (c) 2004 -2007, Massimo Callegari massimocallegari@yahoo. it	0.34320781873326717	0.465576171875
Smb4K	Smb4K	$smb4k &	0.22760225885225885	0.5771484375
Alexander Reinholdt	Alexander Reinholdt	Alexander Reinholdt dustpuppy@users. berlios. de	0.8550546591479842	0.48388671875
Massimo Callegari	Massimo Callegari	Massimo Callegari massimocallegari@yahoo. it	0.8419338782705487	0.818359375
Smb4K benutzt nun ein anderes Konfigurationssystem. Aus diesem Grund sind Ihre alten Einstellungen überholt und Sie müssen das Programm neu konfigurieren. Um einen einwandfreien Übergang zu gewährleisten, wird die momentane Konfigurationsdatei nun entfernt.	Smb4K now uses a different configuration system. Thus, your old settings are obsolete and you have to reconfigure the application. To ensure a clean transition, the current configuration file will be removed.	Configure & smb4k;...	0.044909789145809974	0.1839599609375
Die Unterstützung für das Programm‚ super‘ wurde entfernt. Sie müssen Smb4K neu konfigurieren.	Support for the program'super 'has been terminated. You have to reconfigure Smb4K.	Configure & smb4k;...	0.10917626223769482	0.26708984375
Benutzt	Used	Use	0.3308669551863744	0.7177734375
Aushängen	& Unmount	Expunge	0.06634868219898497	0.04339599609375
Aushängen erzwingen	& Force Unmounting	Expunge	0.06779077231381028	0.022369384765625
Alle aushängen	Unmount All	Undo All	0.1822090695179924	0.50146484375
Öffnen mit Konsole	Open with Konsole	Konsole Integration	0.38322320875804716	0.495361328125
Öffnen mit Dateimanager	Open with File Manager	File Open File Manager	0.6115207340246039	0.55419921875
Smb4KSharesViewPart	Smb4KSharesViewPart	$smb4k &	0.0678429765686202	0.20263671875
Der Freigabenanzeige-KPart von Smb4K	The shares view KPart of Smb4K	$. / smb4k --nofork	0.07759590503061341	0.2274169921875
(c) 2007-2008, Alexander Reinholdt	\\u00A9 2007-2009, Alexander Reinholdt	(C) 2007-2008, Valentin Rusu	0.23128516153486708	0.282958984375
Hänge Freigabe ein...	Mounting %1 failed.	Loading skrooge...	0.11037581699346412	0.130126953125
Hänge Freigabe aus...	Unmounting %1 failed.	Revoke Key...	0.02732240437158479	0.139892578125
Einhängepunkt:	Mount point:	Point at:	0.2221456641522358	0.5068359375
Anmeldename:	Login:	Rolename:	0.07936507936507946	0.2039794921875
Frei:	Free:	free	0.24498216616443216	0.46875
Benutzt:	Used:	Usage:	0.17136936075243106	0.77880859375
Verwendung:	Usage:	Usage:	1.0	0.98486328125
Diese Freigabe ist unzugänglich.	This share is inaccessible.	This file can not be found.	0.14357952103819407	0.66162109375
Freigabenanzeige	Shares View	free	0.07303275920297204	0.0283203125
Der Netzwerkbrowser konnte nicht erstellt werden.	The network browser could not be created.	Could Not Launch Browser.	0.20023854614124337	0.468505859375
Der Suchdialog konnte nicht erstellt werden.	The search dialog could not be created.	Unable to create dialog.	0.30382317779044066	0.6083984375
Die Freigabenanzeige konnte nicht erstellt werden.	"The path to the program ""smb4k_umount"""	Unable to publish the free/ busy data.	0.11763659944785253	0.193359375
