Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	MP-2 (CD/CD) (V) / CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD/ CD	"With the upcoming of the DVD-V media, a new VCD standard had to be published in order to be able to keep up with technology, so the Super Video CD specification was called into life 1999. In the midst of 2000 a full subset of this Super Video CD specification was published as IEC-62107. As the most notable change over Video CD 2.0 is a switch from MPEG-1 CBR to MPEG-2 VBR encoding for the video stream was performed. The following new features--building upon the Video CD 2.0 specification--are: Use of MPEG-2 encoding instead of MPEG-1 for the video stream. Allowed VBR encoding of MPEG-1 audio stream. Higher resolutions (see below) for video stream resolution. Up to 4 overlay graphics and text (""OGT"") sub-channels for user switchable subtitle displaying in addition to the already existing closed caption facility. Command lists for controlling the SVCD virtual machine. For the Super Video CD, only the following two resolutions are supported for motion video and (low resolution) still pictures:480 x 480 @ 29.97 Hz (NTSC 2/ 3 D-2).480 x 576 @ 25 Hz (PAL 2/ 3 D-2)."
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	MPD (D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D/D	DAVERAGE, DCOUNT, DCOUNTA, DGET, DMAX, DMIN, DPRODUCT, DSTDEV, DSTDEVP, DSUM, DVAR, DVARP, GETPIVOTDATA
Helikopter@item:inlistbox	Helicopter	M.P.J.	MJ
Applaus@item:inlistbox	Applause	WMV (Windows) (Video)	Video Files (MPlayerThumbs)
Gewehrschuss@item:inlistbox	Gunshot	Type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio: type of audio:	Audio Device Type
Perkussion %1	Percussion %1	(Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species) (Species)	The text you need to type (in the teacher's line) and the text that you have typed so far (in the student's line)
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Joint-Join-Join-Join-Join-Join-Join-Join-Join-Join	Joint
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	Two-tone channel, two-tone channel, two-tone channel, two-tone channel, two-tone channel, two-tone channel, two-tone channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line channel, two-line, two-line, two-line, two-line, two-line, two-line, one-line, two-line, one-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, one-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-line, two-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-one-	Dual Channel
Zu öffnende Stücke@info	Song(s) to open	(B) Bits/B) Bits/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs/Bs	(a+b+c)! / a! b! c!
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	96 96 96 96 96 96 96 9696;; - 96 96 96 96 96 96 9696;;; - 96 96 96 96 96;;;;; - 96 96 96 96 96 96;;;;; - 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96;;;;;; - 96 96 96 96 96 96 96 96 96 96 96 96;;;;;;; - 96 96 96 96 96 96, 96 96 96 96 96, 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96;;;;;,,,,, 96 96 96 96 96 96 96 96 96 96 96, 96 96 96 96 96 96 96 96 96 96 96 96 96 96, 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96,       PPPPPPPP,                                                       96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96	HH: HH: HH: HH: HH: HH;
Schwerwiegender Fehler@info:whatsthis	Fatal	128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128, Ä 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128, Die, 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 I 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 I 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 128 I I I	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - O - - - - - - - - - - - - - - - O - - - H * * * * - - - - - - - - - - - - H * * * * O - - - - - - * - - - - - - - - - - - - - - - - O - - - - - - O - - - - H * * * O - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Die Anwendung beenden@info:whatsthis	Exit the application	1 -96 -96 -1 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2 -2	1 - * - - - - - - - - - - - - - - - - - - - - - - - * - - - - - - - - - - - - - - - - - - - - - - 1 * * - - - - - - - - - - - - - - - O - - - - O - - - O - - - - - - - O - - - - - - - * * * * - - - - - - - - - - - - - * * * * * 2 3 * * * - - * - - - - - - - - - - - - - * - - - - - - - O - * - - - - - - - - - - - - - * - - - - - - - - * * - - - - - - - - - - - - - * - - - - - - - - * - O - 2 3
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	The 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256 256	255,255,255
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	38484	sha384
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	Average audio size - 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB / 1 MB	Well, I cannot force anyone to use & kmid;, but a typical midi file occupies 50 Kb. while a typical mp3 file occupies 4 Mb. (and that is a 1:80 compression ratio: -). And with a good synthesizer device, you can get a comparable sound quality. Even more, with a midi file, you can change individual instruments, change the velocity of a song, & etc; so you have more overall control.
Liedtext speichern ...@action player play	Save Lyrics...	Audio-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format-Format	-of, --output-format format
Wiedergabe@info:whatsthis	Play	MPy 3 (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.g. 3 MPs) (e.	MP
Wiedergabe starten@action player pause	Start playback of the current session	MPy 2 (or 2) MPy (or 2) MPy (or 2) MPy (or 2) MPy (or 2 (or 2) MPy (or 2) MPy (or 2) MPy (or 2) MPy (or 2) MPy (or 2) MPy (or 2) MPy (or 2 MPy) MPy (or 2 MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy) MPy (or 2 MPy)	MP2 audio
Pause@info:whatsthis	Pause	Dolby) by 3 (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby) (Delby)	Digby
Wiedergabe anhalten@action player next song	Pause the playback	Sample rate	Sample rate
Nächstes Stück@action player previous song	Next song	(48) (48) (48) (48) (48) (48) (48) (48)	FACTDOUBLE(6) returns 48
Vorheriges Stück@action player skip forward	Previous song	(44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44) (44)	(4,4)
Vorspulen@info:whatsthis	Forward	3 (8000 kh) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German) (in German)) (in German) (in German) German) (in German) (in German) German) (in German (in German) German) (in German)	Supported volume units: l (liter), tsp (teaspoon), tbs (tablespoon), oz (ounce liquid), cup, pt (pint), qt (quart), gal (gallon), barrel, m3 (cubic meter), mi3 (cubic mile), Nmi3 (cubic Nautical mile), in3 (cubic inch), ft3 (cubic foot), yd3 (cubic yard), GRT or regton (gross register ton).
Im Stück vorspulen@action player skip backward	Player seek forward	F: Fps:	f:
Zurückspulen@info:whatsthis	Rewind	22424	bgr24
Im Stück zurückspulen@action player stop	Player seek backward	44848	pyqt4
Stopp@info:whatsthis	Stop	Audiomix: Audiomix: Audiomix: Audiomix: Audiomix: Audiomix: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer: Audiomixer	Audio Mixer
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	Interface: Equipment: Equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment: equipment:	Equipment:
Datei-Informationen ...@action playlist repeat	File info...	Video-Selecting the standard - Selecting the standard for a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video-Selecting a video	Option to specify video device to use for the chosen video output. Leave blank to use the default device.
Wiederholen@action playlist shuffle	Repeat	about the region/region	in a circular region
Beliebige Reihenfolge@action player auto-start	Shuffle	about the standard video	video
Automatisch starten@action	Auto-Start	PAL	PAL-DK
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	"SE, CAM, I'm sorry, but I don't know what you're talking about, but I don't know what you're talking about, but I don't know what you're talking about, but I don't know what you're talking about, but I'm just saying, ""I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm so sorry, I'm sorry I'm so sorry, but I'm sorry, I'm sorry I'm sorry I'm so sorry I'm sorry, but I'm sorry I'm sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry I'm so sorry."	Yes, definitely! Introduce yourself on our mailing list: kstars-devel@kde. org. If you want to help with the coding, download the latest CVS version of the code and dive right in. There are several README files in the distribution that explain some of the code's subsystems. If you need ideas of what to work on, see the TODO file. You can submit patches to kstars-devel, and feel free to post any questions you have about the code there as well.
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	Cut area	Plot Area
Helikopter@item:inlistbox	Helicopter	Select how many pixels to cut on each page:	Select the number of columns to use:
Applaus@item:inlistbox	Applause	Reset default values	Restore Defaults
Gewehrschuss@item:inlistbox	Gunshot	kapp4_base	kalcul_base
Perkussion %1	Percussion %1	""" Always switch in the foreground"	Always face front
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Up Channel	Channel Up
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	Switch down channel	Channel Down
Zu öffnende Stücke@info	Song(s) to open	Configure LinTV	LinTV
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Snapshots:	Captures:
Schwerwiegender Fehler@info:whatsthis	Fatal	Take a snapshot!	Take a photo
Die Anwendung beenden@info:whatsthis	Exit the application	Ch 3	sect3
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	Volume: 100%	Volume: 100% (muted)
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	""" Soundless"	No sound
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	Input:	Input:
Liedtext speichern ...@action player play	Save Lyrics...	The number of the scheduled recording...	Number of...
Wiedergabe@info:whatsthis	Play	Width of the main window.	The main window's width.
Wiedergabe starten@action player pause	Start playback of the current session	Height of the main window.	The main window's height.
Pause@info:whatsthis	Pause	Add Recording	Add record
Wiedergabe anhalten@action player next song	Pause the playback	Edit Recording	Record Changes
Nächstes Stück@action player previous song	Next song	& nbsp; - You set the start time to %1, but the current time is %2!	The invitation starting time has been changed from %1 to %2
Vorheriges Stück@action player skip forward	Previous song	& nbsp; - Cannot record by %1!	Unable to write to %1
Vorspulen@info:whatsthis	Forward	& nbsp; - Today is the %1, but you have set the recording date to %2!	"""%1"" was successfully copied to %2."
Im Stück vorspulen@action player skip backward	Player seek forward	& nbsp; - The end of the recording(%1) is before the start of the recording (%2)!	%1 is ready since %2!
Zurückspulen@info:whatsthis	Rewind	Couldn't save the program:	The file could not be saved
Im Stück zurückspulen@action player stop	Player seek backward	Error in the recording plan	Error log file setting
Stopp@info:whatsthis	Stop	Next close-up: %1	Next boot: %1
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	Recording date: %1	Date: %1
Datei-Informationen ...@action playlist repeat	File info...	Couldn't find the stylesheet! Please make sure you installed LinTV properly!	No valid print executable was found in your path. Check your installation.
Wiederholen@action playlist shuffle	Repeat	Could not find file!	Cannot Find File
Beliebige Reihenfolge@action player auto-start	Shuffle	A KDE4 application to plan TV recordings for LinTV.	A KDE4 Application
Automatisch starten@action	Auto-Start	LinTV Recording Planning	Recording Schedule
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	"Click on ""Add recording"" to create a new recording!"	To add a new alias, click the Add... button.
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	Delete Recording	Remove Record
Helikopter@item:inlistbox	Helicopter	Recording Settings	Log Settings
Applaus@item:inlistbox	Applause	%1 (channel %2)	%1 (port %2)
Gewehrschuss@item:inlistbox	Gunshot	%1 (input %2)	Enter %1 (%2)
Perkussion %1	Percussion %1	"Are you sure you want to delete ""%1""?"	Are you sure you wish to delete the item '%1 '?
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	No devices were detected.	No device found.
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	No devices!NAME OF TRANSLATORS	No devices plugged in.
Zu öffnende Stücke@info	Song(s) to open	Title of recording:	Archive name:
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Start of recording:	Start record:
Schwerwiegender Fehler@info:whatsthis	Fatal	Record only once	Show Only Once
Die Anwendung beenden@info:whatsthis	Exit the application	This setting takes up a recording only once. It starts at the time you choose.	When this option is selected the CD will start playing automatically upon being inserted into the CD-ROM.
Eine Datei von der Festplatte öffnen@info:whatsthis	Open a file from disk	only once	new only
Die Programmeinstellungen anpassen@info:whatsthis	Configure the program settings	Record every day	every day
Den Liedtext ausdrucken@action:inmenu	Print the lyrics	"This setting will start recording at the same time on each day selected in ""Recording Days""."	"Enable this option to include birthdays from your calendar in the upcoming special occasions summary. Typically, these are events with the ""Birthday"" category."
Liedtext speichern ...@action player play	Save Lyrics...	daily	every day
Wiedergabe@info:whatsthis	Play	Record every week	Recur every
Wiedergabe starten@action player pause	Start playback of the current session	This setting will record the recording every week, starting with a date they choose. For example, if they start recording on a Tuesday, they will resume recording next Tuesday, etc.	If you select both days of the month, and days of the week, the task will run when either condition is met. For instance, if you select the 1st and 15th, and select Sunday, the program will be run every 1st and 15th of the selected months (regardless of day of week) as well as every Sunday of the selected months (regardless of day of the month).
Pause@info:whatsthis	Pause	Every week	Weekly
Wiedergabe anhalten@action player next song	Pause the playback	Recording time & & date:	Date and time:
Nächstes Stück@action player previous song	Next song	Select at which time the recording should start.	Select the starting time for this event.
Vorheriges Stück@action player skip forward	Previous song	End of recording:	End record:
Vorspulen@info:whatsthis	Forward	Select the time at which the recording should end.	Choose the period after which the display will be locked.
Im Stück vorspulen@action player skip backward	Player seek forward	Select a date on which the recording ends sol.	Select the ending date for this event.
Zurückspulen@info:whatsthis	Rewind	Select a date on which the recording should start.	Select the starting date for this event.
Im Stück zurückspulen@action player stop	Player seek backward	Recording days:	Subscription Date:
Stopp@info:whatsthis	Stop	Select All Days	Select All
Wiedergabe oder Aufnahme stoppen@action:inmenu	Stop playback or recording	Select All Days	Select All
Datei-Informationen ...@action playlist repeat	File info...	None Select none. No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.	No Option Selected
Wiederholen@action playlist shuffle	Repeat	Select a device from which to record.	Please select a device.
Beliebige Reihenfolge@action player auto-start	Shuffle	If you have multiple devices for recording, you can select the device from which you want to record.	You have more than one writable resource folder. Please select the one you want to write to.
Automatisch starten@action	Auto-Start	Select an input on the device.	Please select a device.
Automatisch zur Wiedergabeliste hinzufügen@action	Auto-Add to Playlist	You can select here which input of the selected device should be used for recording.	Select here the image input equipment type used to take the picture.
source	target	translation	search_result
Telefon@item:inlistbox	Telephone	Select a channel:	Choose a path:
Helikopter@item:inlistbox	Helicopter	"Select a channel. If you set the input to something other than "" Tuner"" or ""Television"", you cannot change the channel."	Option to choose specify where audio comes from. Select this option if your TV card is connected with a cable to a sound card. When this option is not selected, audio comes along with video from the TV card.
Applaus@item:inlistbox	Applause	Phonon GStreamer Backend	Phonon GStreamer
Gewehrschuss@item:inlistbox	Gunshot	PulseAudio is a sound server for POSIX and Win32 systems. Basically, a sound server is a proxy server for sound applications. It opens up advanced application possibilities for your sound data when transmitted between the soft and hardware. Things like transferring sound to another device, changing the sample format or the number of channels and mixing different sound sources into one can be easily handled by a sound server.	SoX: A utility that can convert between various audio file formats. Used by the SoX Audio Encoder plugin.
Perkussion %1	Percussion %1	TODO: Add information to Pulseaudio	Add & track information
Ein MIDI/Karaoke-Abspielprogramm für KDE 4	A KDE 4 MIDI/ Karaoke player	Christian AltEMAIL OF TRANSLATORS	Christian Ehrlicher
Pedro Lopez-Cabanillas	Pedro Lopez-Cabanillas	christian-alt@gmx.net	Andreas. nicolai@gmx. net
Zu öffnende Stücke@info	Song(s) to open	Application to configure the NMM backend	Phonon Backend using NMM (Network Multimedia Middleware)
Es ist kein MIDI-Modul geladen.@title:window	No MIDI backend loaded.	Test program	A test application
Schwerwiegender Fehler@info:whatsthis	Fatal	Bernhard Fuchshumer	Bernhard Beschow
Die Anwendung beenden@info:whatsthis	Exit the application	NMM configuration	KDM configuration
